EmployeeID,FirstName,LastName,DateOfJoining,DateOfBirth,Age,WorkLocation,DateOfLeaving,Salary,ManagerID,Department,ReasonForLeaving,Gender,JobRole,PerformanceRating
E003053,Isaac,Nguyen,28-11-2023,05-12-1967,57,Jordantown,20-01-2025,182K,M0056,Engineering,Better Opportunity,Male,Analyst,3
E003054,Eric,Crawford,06-08-2023,03-11-1969,55,Freemanport,01-09-2023,71273,M0083,HR,Health Issues,Female,Engineer,2
E003055,Nicole,Martinez,06-02-2024,10-04-2000,24,East Feliciamouth,15-03-2025,124529,M0050,,Terminated,Other,Consultant,1
E003056,Troy,Collins,17-04-2022,28-07-1970,54,Mendeztown,10-02-2023,182821,M0057,Engineering,Terminated,Male,Executive,1
E003057,Stephanie,Weaver,13-07-2021,24-06-1974,50,East Craigbury,11-12-2024,55595,M0009,IT,Better Opportunity,Female,Engineer,5
E003058,Tracy,Lee,27-07-2023,26-02-1990,34,Lake Michael,02-06-2025,148837,M0031,HR,Resigned,Male,Engineer,3
E003059,Martin,Nolan,22-09-2024,02-01-1989,36,South Codyberg,15-12-2024,58886,M0119,HR,Retired,Male,Consultant,3
E003060,Timothy,Dixon,03-04-2024,16-11-1995,29,Port Spencer,30-04-2025,75529,M0015,Sales,Resigned,Female,Manager,5
E003061,Emily,Reyes,31-01-2022,28-01-1972,52,Lake Aprilport,16-11-2024,98755,M0094,Sales,Health Issues,Female,Executive,2
E003062,Maria,Scott,22-12-2024,23-09-1979,45,Sarahside,11-01-2025,177094,M0068,Engineering,Better Opportunity,Other,Consultant,5
E003063,Maria,Acosta,09-12-2021,09-08-1995,29,Chapmanmouth,25-08-2024,89894,M0059,Operations,Relocation,Female,Analyst,3
E003064,Carolyn,Myers,11-07-2023,21-12-1989,35,East Michaelbury,05-08-2025,159862,M0028,HR,Health Issues,Other,Manager,4
E003065,Kathryn,Bright,21-10-2024,20-08-2000,24,Johnfort,23-09-2025,39969,M0005,hr,Relocation,Female,Engineer,1
E003066,Steve,Hubbard,24-10-2023,27-12-1971,53,New Zacharyfurt,28-02-2024,186595,M0088,Operations,Better Opportunity,Female,Executive,3
E003067,Lisa,Wilson,12-03-2021,14-12-1978,46,Curtisside,16-05-2021,199787,M0002,Sales,Resigned,Other,Analyst,1
E003068,Kenneth,Torres,01-06-2021,07-04-1979,45,Zacharytown,07-09-2025,122126,M0032,Sales,Health Issues,Female,Consultant,1
E003069,Kimberly,Stout,25-06-2022,24-01-1985,39,Davidville,16-11-2023,141031,,Marketing,Health Issues,Male,Manager,4
E003070,Logan,Braun,16-04-2021,30-08-2001,23,North Marcus,26-01-2025,153925,M0005,Finance,Retired,Female,Executive,4
E003071,Kenneth,Cross,08-03-2023,08-03-1983,41,New Brendashire,19-08-2025,141579,M0063,engineering,Resigned,Female,Manager,4
E003072,Robert,Jordan,21-08-2021,18-01-1974,50,Emilyborough,01-05-2022,77595,M0008,Sales,Better Opportunity,Female,Analyst,2
E003073,Katherine,Le,06-07-2023,13-07-1990,34,Paulhaven,21-06-2024,100253,M0114,HR,Better Opportunity,Female,Engineer,1
E003074,Lisa,Moore,31-10-2022,29-04-1985,39,Port Stephaniechester,10-02-2023,131720,M0004,Sales,Retired,Male,Manager,3
E003075,John,Lucas,15-04-2022,17-05-1992,32,Port David,01-01-2024,156680,M0111,Operations,Better Opportunity,Other,Analyst,1
E003076,Richard,Carrillo,01-10-2021,22-07-1997,27,Janicestad,09-03-2024,63886,M0099,Finance,Retired,Male,Manager,4
E003077,Brian,Walker,06-04-2024,25-04-1967,57,Bauerbury,13-09-2025,160573,M0067,Engineering,Better Opportunity,Other,Engineer,4
E003078,Hannah,Ford,29-01-2024,01-07-1976,48,Port Joseburgh,03-11-2025,69287,M0096,HR,Terminated,Male,Engineer,5
E003079,Anthony,Smith,23-03-2022,01-03-1997,27,Elizabethburgh,09-05-2022,113K,M0045,Marketing,Resigned,Male,Manager,2
E003080,Laura,Taylor,20-05-2023,01-10-1966,58,Jenniferton,28-07-2024,158583,M0027,Operations,Relocation,Female,Engineer,1
E003081,Jennifer,Mcintyre,07-06-2023,09-07-1979,45,Leahfort,28-10-2024,84083,M0029,Finance,Relocation,Female,Analyst,5
E001018,Jeffrey,Yang,27-04-2023,06-06-1981,43,South Samuelville,28-04-2024,66992,M0048,Finance,Terminated,Male,Manager,2
E003083,Andrea,Miller,20-07-2022,26-04-1996,28,Tracyside,31-08-2024,99631,M0078,Operations,Resigned,Female,Manager,4
E003084,Jim,Rodriguez,01-11-2021,28-05-1966,58,North Sarahfurt,24-03-2023,107467,M0107,Engineering,Retired,Other,Consultant,5
E003085,Robert,Nguyen,23-09-2023,15-09-1967,57,Mathewsshire,29-07-2024,91928,M0028,Sales,Better Opportunity,Female,Executive,5
E003086,Lisa,Mitchell,25-11-2022,28-10-1994,30,North Briannaville,08-07-2025,178491,M0004,IT,Relocation,Other,Executive,3
E003087,Lori,Ortiz,12-02-2024,03-05-1982,42,Yoderhaven,12-11-2024,97875,M0006,Operations,Health Issues,Female,Analyst,1
E003088,Claudia,Williams,19-08-2022,12-03-1988,36,East Benjaminfort,15-05-2025,123777,M0097,Finance,Retired,Male,Executive,1
E003089,Cynthia,Morrow,04-05-2024,28-02-1986,38,Katelynfurt,23-06-2024,139954,M0007,Sales,Better Opportunity,Male,Analyst,1
E003090,Justin,Thomas,01-07-2022,18-09-1968,56,Andersonbury,20-11-2022,83993,M0006,,Terminated,Other,Engineer,3
E003091,Luis,Barron,21-07-2024,17-07-2001,23,Marshallburgh,19-04-2025,65953,M0040,Engineering,Health Issues,Male,Manager,2
E003092,Richard,Santiago,16-11-2023,30-09-1997,27,South Carriefort,09-03-2024,121366,M0015,IT,Resigned,Male,Analyst,5
E003093,Michael,Case,01-04-2024,13-06-1991,33,Williamsshire,19-10-2025,193388,M0012,Finance,Health Issues,Female,Analyst,3
E003094,John,Marshall,18-01-2021,16-04-1969,55,Stevensside,26-09-2025,177379,M0080,Engineering,Resigned,Male,Executive,4
E003095,Kathryn,Wright,24-01-2021,24-09-1965,59,Geraldfurt,13-11-2021,59556,M0114,Finance,Retired,Male,Analyst,4
E003096,Karen,Gregory,12-07-2021,13-08-1984,40,Jeremyside,06-08-2023,109945,M0041,Marketing,Resigned,Male,Engineer,1
E003097,Tara,Gaines,20-06-2023,18-09-1987,37,Hernandezmouth,10-10-2025,83169,M0008,Marketing,Better Opportunity,Male,Consultant,4
E003098,Kenneth,Jones,21-03-2022,19-07-1965,59,New Shelbyport,10-05-2023,63262,M0118,HR,Retired,Male,Engineer,4
E003099,Samuel,Ryan,12-04-2022,05-07-1974,50,Sanchezburgh,29-05-2022,73640,M0033,HR,Relocation,Female,Manager,5
E003100,Emily,Nash,12-05-2024,16-04-1989,35,Meganstad,16-12-2024,47420,M0042,Engineering,Terminated,Female,Consultant,3
E003101,Eric,Smith,12-05-2022,16-07-1984,40,Brittanymouth,08-09-2024,168510,M0098,Engineering,Relocation,Other,Consultant,1
E003102,Robert,Guerra,06-12-2024,23-11-1980,44,Rangelhaven,20-04-2025,133465,M0096,Sales,Resigned,Female,Manager,2
E000376,Kenneth,Hall,27-04-2023,05-09-2001,23,Lindaside,01-10-2023,87K,M0016,HR,Retired,Male,Analyst,3
E003104,Nancy,Golden,06-11-2024,28-04-1973,51,Robertland,09-10-2025,189415,M0085,IT,Retired,Other,Manager,1
E003105,Thomas,Barker,09-10-2024,31-07-1994,30,North Joshua,20-02-2025,97640,M0093,Sales,Retired,Other,Consultant,1
E003106,Shannon,Dixon,14-09-2021,17-08-1993,31,Shawnmouth,12-03-2025,55080,M0061,Sales,Relocation,Male,Executive,5
E003107,Melissa,Hall,09-10-2021,23-02-1970,54,Evanston,16-01-2025,131288,M0047,Operations,Terminated,Other,Analyst,3
E003108,Shane,Kim,04-01-2022,07-05-1977,47,Hollowaymouth,28-06-2024,130478,M0066,Operations,Terminated,Female,Consultant,1
E003109,Matthew,Alexander,16-10-2021,29-12-1984,40,Port Richard,09-09-2024,181817,M0003,,Retired,Other,Manager,2
E003110,Danielle,Edwards,07-05-2021,18-01-1974,50,West Alvin,05-12-2022,120826,M0062,Operations,Relocation,Male,Engineer,2
E003111,Sarah,Bright,18-03-2022,09-03-1980,44,North Alison,29-04-2023,153861,M0067,IT,Relocation,Other,Manager,4
E003112,Mary,Martinez,09-03-2021,31-12-1966,,Port Lisahaven,05-01-2024,59875,M0008,,Retired,Male,Engineer,4
E003113,John,Walker,14-12-2024,16-10-1987,37,Johnmouth,09-09-2025,104124,M0102,IT,Retired,Male,Executive,1
E003114,Wendy,Jimenez,27-10-2024,06-09-1966,58,Charlesburgh,08-09-2025,189374,M0020,HR,Relocation,Female,Manager,4
E003115,Amanda,Henry,05-08-2023,02-06-1971,53,Sheabury,25-09-2025,146497,,Finance,Terminated,Male,Manager,3
E003116,Stephanie,Wade,27-12-2023,14-09-1979,45,Tranberg,23-08-2024,188185,M0046,HR,Resigned,Male,Engineer,3
E002950,Margaret,James,23-04-2022,13-04-1978,46,Darrellton,02-03-2025,58987,M0049,HR,Resigned,Other,Executive,2
E003118,Derek,Gonzalez,19-10-2024,30-05-1976,48,North Stephen,17-03-2025,125186,M0015,,Resigned,Female,Analyst,5
E002160,Sabrina,Page,08-01-2021,23-01-1971,53,Claudialand,04-04-2024,30130,M0094,Marketing,Terminated,Female,Executive,3
E003120,Jill,Clark,10-12-2023,23-10-1986,38,New Katherine,09-09-2025,73175,M0005,Marketing,Better Opportunity,Other,Analyst,1
E003121,Amy,Obrien,15-04-2024,03-05-1966,58,Geraldmouth,27-05-2025,193331,M0032,,Better Opportunity,Other,Manager,3
E003122,Bruce,Robinson,08-12-2022,06-03-1992,32,Lake Christinaview,24-05-2025,111732,M0027,Finance,Health Issues,Other,Consultant,2
E003123,David,Hill,18-02-2023,20-08-1978,46,Janicechester,21-08-2024,70526,M0101,Finance,Terminated,Male,Executive,3
E003124,Logan,Fisher,24-04-2021,14-11-1976,,Melissaton,09-01-2024,140979,M0035,IT,Terminated,Female,Engineer,2
E003125,Kristine,Williamson,19-12-2024,11-07-1988,36,Alexanderburgh,15-04-2025,85870,,HR,Health Issues,Male,Consultant,3
E003126,Janet,Myers,07-03-2022,28-03-1977,47,East Lauren,11-05-2022,64958,M0096,Sales,Relocation,Female,Consultant,4
E003127,Natalie,Church,04-06-2021,06-11-1998,26,New April,08-07-2024,157294,M0019,Engineering,Resigned,Other,Executive,3
E003128,Mia,Clark,09-08-2023,07-06-1976,48,Ruizberg,10-10-2024,122441,M0079,Marketing,Better Opportunity,Male,Executive,4
E003129,Cole,Scott,09-12-2022,10-03-1971,53,North Michaelview,29-09-2023,139056,M0027,Marketing,Relocation,Other,Manager,4
E003130,Jay,Thomas,11-05-2023,29-03-1979,45,Cannonhaven,29-09-2025,92K,M0071,HR,Resigned,Male,Engineer,1
E005302,Dennis,Mitchell,22-01-2024,07-06-1991,33,Curtiston,04-08-2024,79100,M0112,marketing,Health Issues,Female,Consultant,3
E003132,Sarah,Herring,28-04-2022,23-12-1972,52,New Maria,31-01-2024,137435,M0098,Operations,Better Opportunity,Other,Consultant,5
E003133,Carlos,Dixon,15-03-2023,15-04-2000,24,South Mark,13-11-2023,77860,M0023,IT,Terminated,Other,Engineer,5
E003134,Maureen,Rios,24-05-2021,28-04-2002,22,Thomasfurt,14-07-2022,184796,M0018,Marketing,Retired,Female,Manager,2
E003135,Peter,Perez,15-08-2022,26-07-1994,30,West Robinchester,17-01-2025,79314,M0058,,Retired,Other,Analyst,4
E003136,Charles,Garcia,07-06-2023,12-08-1982,42,South Susanland,12-04-2025,156746,M0023,Operations,Better Opportunity,Female,Manager,4
E003137,Danny,Chavez,05-05-2023,04-07-1984,40,North James,12-08-2023,134089,M0103,Finance,Resigned,Female,Consultant,5
E003138,Karen,Morales,13-11-2021,23-02-1988,,Lake Susan,13-03-2022,98844,M0009,Sales,Better Opportunity,Other,Analyst,5
E003139,Heather,Burke,30-10-2023,03-03-1991,33,Sarahland,13-08-2025,194357,M0044,Finance,Health Issues,Other,Analyst,3
E003140,Andrew,Anderson,04-12-2022,23-02-1982,42,Washingtonville,04-09-2023,118916,M0007,,Retired,Female,Executive,3
E003141,Jeffrey,Gentry,26-12-2024,18-08-1999,25,Wilsontown,18-04-2025,37348,M0058,HR,Health Issues,Other,Executive,2
E003142,Brian,Sellers,28-12-2022,13-06-1985,39,Estradaburgh,27-10-2025,109656,M0056,Finance,Retired,Female,Manager,2
E003143,Sydney,Washington,01-09-2022,27-03-1969,55,New Lauren,07-12-2024,177576,M0075,,Better Opportunity,Male,Analyst,5
E003144,Stephanie,Ward,10-12-2021,07-07-2001,23,Gonzalezport,08-10-2022,148154,M0062,Marketing,Health Issues,Female,Engineer,2
E003145,Darlene,Lopez,26-02-2024,30-05-1968,56,Dawnhaven,19-02-2025,107907,M0037,HR,Retired,Male,Engineer,1
E003146,Manuel,Chapman,30-09-2021,20-03-1967,57,West Johnny,26-08-2023,81787,M0096,Engineering,Retired,Other,Engineer,1
E003147,Melissa,Green,03-04-2023,17-10-2002,22,Vargasbury,14-04-2025,92615,M0088,It,Relocation,Female,Consultant,1
E003148,Michael,Wade,05-08-2024,22-05-1986,38,Jillianbury,11-12-2024,176333,M0080,Marketing,Better Opportunity,Other,Analyst,2
E003149,Brian,Smith,09-05-2021,02-06-1996,28,Isabelchester,23-05-2023,76496,M0034,Engineering,Resigned,Female,Manager,4
E003150,Sierra,Cooper,21-07-2022,30-10-1982,42,Lindseyside,08-08-2025,137094,M0107,Sales,Better Opportunity,Other,Manager,3
E003151,Natasha,Taylor,06-05-2021,25-10-1989,,Millerhaven,05-06-2022,93321,M0078,HR,Better Opportunity,Male,Analyst,3
E003152,Michele,Oliver,15-06-2024,19-06-1968,56,Carrmouth,16-04-2025,69442,M0101,Finance,Retired,Other,Analyst,4
E003153,Ashley,Miranda,31-01-2022,03-04-1971,53,Robertberg,07-08-2025,165876,M0010,Engineering,Relocation,Other,Manager,5
E003154,Erica,Mueller,06-02-2022,12-02-1986,38,Hendersonchester,14-09-2024,123841,M0029,IT,Resigned,Other,Engineer,2
E003155,Cory,Diaz,05-03-2021,21-12-1991,33,South Brandon,04-10-2022,,M0071,Engineering,Terminated,Other,Analyst,3
E003156,Christina,Anthony,08-01-2024,29-07-1972,52,East Faithville,19-08-2024,75279,M0075,Sales,Resigned,Female,Analyst,1
E003157,Kristine,Martinez,09-04-2023,15-08-2002,,Andrewchester,02-12-2023,76109,M0081,,Retired,Other,Engineer,5
E003158,Kimberly,Lewis,19-01-2023,23-11-1985,39,Moorefort,11-06-2025,61159,M0077,Finance,Better Opportunity,Male,Executive,5
E003159,Dale,Lam,11-02-2022,08-10-1987,37,Trevinoshire,24-09-2025,34K,M0082,Engineering,Health Issues,Female,Manager,5
E003160,Gary,Case,06-08-2021,11-12-1994,30,Priceview,30-01-2022,178264,M0081,Marketing,Relocation,Other,Engineer,4
E003161,Travis,Griffin,08-04-2021,16-07-1968,56,Arielchester,02-08-2025,,M0106,Sales,Terminated,Other,Analyst,4
E003162,Kyle,Taylor,01-10-2023,31-10-1972,52,Port Jasonland,12-10-2025,140052,M0042,Engineering,Retired,Female,Engineer,1
E003163,Jason,Gordon,26-09-2024,09-07-1971,53,Perryhaven,29-11-2025,117763,M0065,Sales,Resigned,Female,Analyst,2
E003164,Karen,Jensen,12-12-2021,25-06-1970,54,Hoodport,02-11-2024,78214,M0083,Sales,Terminated,Female,Consultant,1
E003165,Natalie,Bailey,19-04-2023,11-06-1967,57,Mayfurt,07-07-2025,37198,M0031,Marketing,Relocation,Male,Analyst,1
E003166,Elizabeth,Lucas,20-08-2021,19-09-2003,21,Markfurt,28-07-2022,176929,M0066,Engineering,Resigned,Male,Analyst,1
E003167,Laura,Jones,12-07-2024,20-07-1978,,Carlafort,08-03-2025,147848,M0019,IT,Terminated,Male,Analyst,3
E003168,Tamara,Perez,18-03-2023,31-08-1980,44,East Tiffanystad,22-05-2023,43941,M0115,IT,Terminated,Other,Engineer,4
E003169,Robert,Hall,29-08-2023,06-10-1976,48,New Kyleborough,25-04-2024,124836,M0077,Sales,Health Issues,Other,Analyst,2
E003170,Andrew,Jackson,01-10-2022,11-09-1990,34,Adamsville,08-10-2025,75842,M0036,IT,Retired,Other,Consultant,4
E003171,Jeremy,Cobb,10-09-2023,23-09-1989,35,Lewisborough,03-11-2024,86978,M0048,Engineering,Terminated,Female,Engineer,4
E003172,Craig,Johnson,02-10-2021,03-01-1979,46,Lake Patrickstad,25-06-2024,35814,M0108,IT,Health Issues,Male,Consultant,5
E003173,Ricardo,Compton,13-01-2023,13-07-1983,41,Port Nicholas,22-02-2024,114872,M0009,IT,Terminated,Other,Consultant,2
E003174,Matthew,Williams,13-04-2022,12-12-1999,25,Jonbury,10-11-2022,,M0062,Finance,Retired,Other,Manager,1
E003175,Emily,Duke,18-09-2022,15-05-1982,42,Connieburgh,07-07-2024,81081,M0085,Marketing,Health Issues,Male,Consultant,1
E003176,Maria,Morrow,11-12-2024,13-07-1986,,Watkinsport,05-07-2025,69955,M0080,IT,Resigned,Female,Executive,5
E003177,Gary,Olson,20-01-2021,28-03-1979,45,Combsborough,03-02-2025,147038,M0078,Sales,Retired,Female,Executive,4
E003178,Mandy,Smith,21-11-2022,16-05-1967,57,Brownshire,30-04-2023,,,IT,Relocation,Other,Consultant,1
E003179,Michelle,Moore,27-12-2021,22-04-1989,35,North Kim,14-12-2023,75030,M0035,HR,Terminated,Female,Consultant,3
E003180,Daniel,Carr,18-12-2021,08-10-1970,54,Campbellbury,14-03-2023,99821,M0039,Engineering,Resigned,Other,Executive,4
E003181,Kevin,Ballard,07-08-2022,04-10-1998,26,Wendyburgh,16-05-2025,34571,M0061,Operations,Health Issues,Female,Consultant,4
E003182,Brandon,Jones,21-11-2024,16-03-1974,50,North Jonathanland,19-11-2025,136408,M0116,HR,Relocation,Female,Consultant,1
E003183,James,Fleming,16-02-2023,11-07-2003,21,Wrightville,11-10-2025,80421,M0107,Sales,Retired,Other,Manager,3
E003184,Felicia,Mann,12-10-2024,27-07-2002,22,Matthewview,07-05-2025,126744,M0011,Engineering,Resigned,Other,Executive,4
E003185,Ricky,Olsen,08-11-2023,24-04-1981,43,Kerrmouth,04-08-2024,68321,M0089,HR,Relocation,Other,Manager,2
E001330,Natalie,Meyer,01-04-2024,20-11-1992,32,Gilbertstad,23-08-2025,140440,M0076,Operations,Better Opportunity,Female,Executive,2
E003187,Tamara,Jones,14-01-2022,18-10-1996,28,Cartershire,16-09-2025,98741,M0018,IT,Better Opportunity,Male,Manager,4
E003188,Glen,Rivera,18-05-2023,16-08-1990,34,Port Tonya,02-07-2023,53032,M0075,It,Terminated,Female,Analyst,4
E003189,William,Vargas,08-02-2022,15-07-1968,56,Burketon,25-10-2024,101387,M0012,Marketing,Better Opportunity,Male,Engineer,3
E003190,Kenneth,Jordan,09-04-2024,03-01-1987,38,West Maryfort,21-07-2024,160011,M0009,IT,Resigned,Female,Consultant,2
E003191,Amanda,Fuentes,23-11-2023,11-01-1994,30,Proctorton,01-01-2024,60989,M0117,Operations,Terminated,Male,Engineer,3
E003192,Sarah,Newton,23-10-2024,12-12-1987,37,East Victorshire,20-12-2024,186337,M0105,Sales,Terminated,Female,Manager,2
E003193,Julie,Lee,25-12-2021,02-10-1988,36,Sheltonstad,08-04-2025,36944,M0059,IT,Health Issues,Female,Consultant,5
E003194,Jocelyn,Tanner,13-07-2022,04-07-2000,24,Danielport,05-09-2023,97445,M0108,Engineering,Resigned,Other,Engineer,4
E003195,Brianna,Jackson,23-10-2022,16-05-1966,58,North Michaelport,08-04-2025,62232,M0110,HR,Resigned,Female,Engineer,5
E003196,Amanda,Lopez,19-02-2023,02-03-1973,51,East Sara,25-03-2025,133867,M0076,Engineering,Health Issues,Female,Analyst,3
E003197,Jennifer,Colon,28-01-2023,05-08-1985,39,Caldwellton,26-11-2025,184541,M0070,HR,Better Opportunity,Female,Analyst,2
E003198,Nicole,Suarez,02-03-2021,17-03-1974,50,New Taylor,30-04-2024,114859,M0086,Sales,Resigned,Male,Consultant,5
E003199,Holly,Martin,13-02-2021,19-08-1987,37,Chapmanberg,29-04-2025,92581,M0115,Operations,Relocation,Female,Executive,3
E003200,Michael,Hopkins,19-05-2023,08-02-1973,51,New Danielhaven,10-08-2025,30907,M0107,,Terminated,Female,Executive,5
E003201,Michael,Poole,30-07-2024,03-07-1977,,Kramermouth,18-07-2025,156455,M0023,Marketing,Retired,Female,Engineer,4
E003202,Amanda,Bailey,20-07-2023,22-12-1988,36,Edwardsmouth,23-04-2025,67469,,Marketing,Relocation,Male,Consultant,4
E003203,Julie,Miller,16-09-2023,04-02-1969,55,Michellechester,30-12-2023,40590,M0086,,Retired,Male,Analyst,5
E003204,Michael,Smith,16-05-2024,17-03-1991,33,Mooreport,30-01-2025,80016,M0026,Engineering,Health Issues,Other,Executive,5
E003205,Christine,Jones,27-11-2023,05-10-1965,59,Delgadoshire,29-03-2024,167629,M0064,Sales,Retired,Male,Manager,3
E003206,Angela,Cox,15-10-2024,22-08-1989,35,Kathyfort,20-07-2025,34K,M0041,Operations,Resigned,Male,Executive,5
E003207,Shannon,Morris,01-07-2023,07-09-1977,47,South Barbarafort,16-01-2024,197994,M0073,IT,Terminated,Other,Executive,3
E003208,Amy,Bennett,21-07-2023,26-12-1981,43,West Ronnieberg,02-04-2024,,M0020,Engineering,Resigned,Male,Consultant,1
E003209,Erica,Parker,24-07-2024,11-01-1995,29,Dylanshire,04-11-2024,114416,M0050,Engineering,Terminated,Female,Manager,1
E003210,Wendy,Hicks,09-05-2023,24-01-1978,46,Thomasburgh,14-04-2025,171946,M0018,Operations,Retired,Male,Analyst,2
E003211,Nicole,Johnson,07-06-2022,11-06-1999,25,Rebeccafurt,15-12-2022,186984,M0001,Engineering,Resigned,Male,Executive,5
E003212,Veronica,Morse,11-03-2021,04-02-1973,51,Julieshire,24-09-2022,83775,M0002,Sales,Terminated,Female,Executive,2
E003213,Darrell,Madden,03-05-2024,15-11-1988,36,South Heather,03-11-2024,35059,M0045,Engineering,Better Opportunity,Other,Consultant,4
E003214,Cynthia,Wall,21-05-2022,19-03-1975,49,North Natalie,01-10-2022,31631,M0034,Finance,Relocation,Male,Analyst,1
E003215,Gregory,Sweeney,10-01-2021,05-10-1968,56,South Joeton,28-11-2022,166706,M0108,IT,Retired,Female,Engineer,3
E003216,Jeff,Aguilar,24-08-2024,23-05-1998,26,East Justin,20-04-2025,94377,M0100,Sales,Resigned,Male,Manager,1
E003217,Matthew,Wong,14-04-2021,06-07-1965,59,Masontown,20-05-2025,150430,M0085,Marketing,Terminated,Other,Manager,4
E003218,Marc,Werner,19-09-2021,11-10-2003,21,Port Stephanie,28-11-2024,32K,M0050,,Relocation,Male,Manager,4
E003219,Allen,Campbell,24-06-2023,13-01-2004,20,Port Renee,18-03-2025,59277,M0034,Finance,Relocation,Male,Consultant,2
E003220,Audrey,Griffith,30-12-2024,03-08-1978,46,West Monica,06-08-2025,156345,M0059,Operations,Relocation,Male,Executive,3
E003221,Anthony,Johnson,06-04-2021,31-07-2002,22,East Jennifer,18-07-2021,88769,M0085,IT,Resigned,Male,Analyst,2
E003222,Kayla,Coffey,16-08-2023,11-11-1993,31,Haynesstad,20-08-2025,48825,M0117,Marketing,Health Issues,Other,Executive,3
E003223,Mary,Smith,02-07-2022,29-02-2004,20,Lambburgh,27-07-2023,126173,M0040,IT,Resigned,Other,Manager,5
E003224,Megan,Ellis,16-07-2024,10-03-1970,54,Ashleyshire,13-02-2025,36702,,Finance,Relocation,Female,Consultant,1
E003225,Amber,Rivera,25-08-2023,28-03-1987,37,Kyleview,30-07-2025,73349,M0014,Finance,Better Opportunity,Other,Manager,2
E003226,Scott,Evans,23-07-2022,17-05-1980,44,Adamfort,27-01-2024,44513,M0108,IT,Terminated,Male,Executive,5
E003227,Christina,Scott,04-06-2023,28-11-2001,23,Andreaport,06-11-2025,156235,M0010,HR,Better Opportunity,Other,Engineer,2
E003228,Elizabeth,Floyd,24-04-2023,03-01-1971,54,Annabury,17-05-2023,176378,M0087,Marketing,Terminated,Male,Executive,3
E003229,Amber,Franco,07-03-2023,02-01-2001,24,West Ebony,28-12-2024,66K,M0065,,Relocation,Male,Analyst,2
E003230,Alison,Turner,02-02-2024,17-02-1988,36,South Mary,20-06-2024,98488,M0033,HR,Terminated,Other,Executive,4
E003231,Crystal,Fuentes,13-12-2023,11-11-1969,55,Kruegerfurt,26-08-2025,89294,M0060,IT,Health Issues,Female,Engineer,3
E003232,Sean,Durham,30-01-2022,22-09-1980,44,Hawkinsside,06-12-2022,121087,M0039,Sales,Terminated,Female,Manager,5
E003233,John,Thompson,19-06-2022,28-01-1981,43,North Douglasstad,04-10-2022,166925,M0066,Sales,Retired,Male,Executive,1
E003234,Deanna,Wright,28-11-2021,17-12-1993,31,New Carolside,17-05-2023,77116,M0069,Sales,Better Opportunity,Male,Manager,1
E003235,Kyle,Walker,30-07-2021,25-02-2004,20,Conwayland,05-11-2025,128150,M0011,Marketing,Retired,Male,Executive,4
E003236,Matthew,Jones,06-12-2024,23-05-1990,34,South Megan,20-12-2024,107689,M0020,HR,Health Issues,Other,Executive,3
E003237,Deanna,Perez,28-05-2021,07-01-1990,35,Reynoldsmouth,14-10-2021,76707,M0071,Engineering,Resigned,Female,Executive,1
E003238,Tony,Rodriguez,23-05-2022,11-09-1967,57,West Melissaton,02-08-2023,101472,M0107,engineering,Better Opportunity,Male,Consultant,5
E003239,Anthony,Harris,01-01-2022,01-07-2002,22,East Jennifer,03-11-2024,135272,M0108,Engineering,Relocation,Female,Consultant,3
E003240,Karl,Johnson,28-10-2023,10-06-1973,51,Veronicabury,06-01-2024,55406,M0090,Sales,Resigned,Other,Engineer,2
E003241,Bryan,Ingram,20-08-2024,06-01-1995,30,Robertbury,11-11-2024,34409,M0016,Operations,Resigned,Other,Consultant,1
E003242,Gabriel,Cohen,18-10-2023,02-11-1985,39,South Tinastad,05-01-2024,137100,M0024,HR,Better Opportunity,Other,Consultant,1
E003793,James,Harris,19-06-2024,13-01-1976,49,New Matthew,20-09-2025,140707,M0022,Sales,Terminated,Other,Executive,1
E003244,Ruth,Morris,31-07-2023,04-08-1973,51,East Jamesfort,16-01-2025,77051,M0048,Finance,Retired,Other,Analyst,2
E003245,Michael,Turner,09-01-2022,30-11-1976,48,Port Maryland,14-06-2024,101727,M0047,Engineering,Retired,Other,Engineer,3
E003246,Bonnie,Jones,04-12-2021,01-11-1977,47,Odomchester,11-08-2023,75561,M0070,HR,Terminated,Male,Analyst,3
E003247,Kendra,Cline,17-04-2021,19-01-1999,25,North Virginiaburgh,19-08-2022,39697,M0083,HR,Better Opportunity,Female,Executive,5
E003248,Kenneth,Jones,17-05-2022,25-01-1991,33,New Thomas,10-04-2023,162452,M0041,Sales,Health Issues,Other,Engineer,1
E003249,Alexis,Marquez,25-05-2023,13-11-1992,32,New Sarah,28-08-2023,46K,M0095,IT,Terminated,Male,Consultant,5
E003250,Jose,Jacobs,22-04-2023,09-01-1976,49,West Crystalhaven,29-03-2024,39901,M0074,Finance,Resigned,Male,Consultant,4
E003251,Erica,Hamilton,05-01-2022,01-11-1982,42,New Johnberg,17-04-2024,161835,M0039,Finance,Terminated,Female,Manager,2
E003252,Laurie,Fernandez,23-05-2024,02-03-1989,35,Justinborough,13-01-2025,64229,M0085,HR,Terminated,Female,Engineer,2
E003253,Anthony,Melendez,03-05-2022,10-04-1987,37,Sheltonton,11-04-2025,141924,M0010,HR,Terminated,Male,Manager,2
E003254,Joshua,Chen,15-04-2021,15-11-1983,41,Lake Suzanne,01-10-2022,126165,M0028,HR,Retired,Other,Analyst,2
