EmployeeID,FirstName,LastName,DateOfJoining,DateOfBirth,Age,WorkLocation,DateOfLeaving,Salary,ManagerID,Department,ReasonForLeaving,Gender,JobRole,PerformanceRating,Attrition
E003065,Kathryn,Bright,2024-10-21,2000-08-20,24.0,Johnfort,2025-09-23,39969.0,M0005,Hr,Relocation,Female,Engineer,1,Yes
E003066,Steve,Hubbard,2023-10-24,1971-12-27,53.0,New Zacharyfurt,2024-02-28,186595.0,M0088,Operations,Better Opportunity,Female,Executive,3,Yes
E003067,Lisa,Wilson,2021-03-12,1978-12-14,46.0,Curtisside,2021-05-16,199787.0,M0002,Sales,Resigned,Female,Analyst,1,Yes
E003068,Kenneth,Torres,2021-06-01,1979-04-07,45.0,Zacharytown,2025-09-07,122126.0,M0032,Sales,Health Issues,Female,Consultant,1,Yes
E003069,Kimberly,Stout,2022-06-25,1985-01-24,39.0,Davidville,2023-11-16,141031.0,M0010,Marketing,Health Issues,Male,Manager,4,Yes
E003070,Logan,Braun,2021-04-16,2001-08-30,23.0,North Marcus,2025-01-26,153925.0,M0005,Finance,Retired,Female,Executive,4,Yes
E003071,Kenneth,Cross,2023-03-08,1983-03-08,41.0,New Brendashire,2025-08-19,141579.0,M0063,Engineering,Resigned,Female,Manager,4,Yes
E003072,Robert,Jordan,2021-08-21,1974-01-18,50.0,Emilyborough,2022-05-01,77595.0,M0008,Sales,Better Opportunity,Female,Analyst,2,Yes
E003073,Katherine,Le,2023-07-06,1990-07-13,34.0,Paulhaven,2024-06-21,100253.0,M0114,Hr,Better Opportunity,Female,Engineer,1,Yes
E003074,Lisa,Moore,2022-10-31,1985-04-29,39.0,Port Stephaniechester,2023-02-10,131720.0,M0004,Sales,Retired,Male,Manager,3,Yes
E003075,John,Lucas,2022-04-15,1992-05-17,32.0,Port David,2024-01-01,156680.0,M0111,Operations,Better Opportunity,Male,Analyst,1,Yes
E003076,Richard,Carrillo,2021-10-01,1997-07-22,27.0,Janicestad,2024-03-09,63886.0,M0099,Finance,Retired,Male,Manager,4,Yes
E003077,Brian,Walker,2024-04-06,1967-04-25,57.0,Bauerbury,2025-09-13,160573.0,M0067,Engineering,Better Opportunity,Male,Engineer,4,Yes
E003078,Hannah,Ford,2024-01-29,1976-07-01,48.0,Port Joseburgh,2025-11-03,69287.0,M0096,Hr,Terminated,Male,Engineer,5,Yes
E003079,Anthony,Smith,2022-03-23,1997-03-01,27.0,Elizabethburgh,2022-05-09,113000.0,M0045,Marketing,Resigned,Male,Manager,2,Yes
E003080,Laura,Taylor,2023-05-20,1966-10-01,58.0,Jenniferton,2024-07-28,158583.0,M0027,Operations,Relocation,Female,Engineer,1,Yes
E003081,Jennifer,Mcintyre,2023-06-07,1979-07-09,45.0,Leahfort,2024-10-28,84083.0,M0029,Finance,Relocation,Female,Analyst,5,Yes
E001018,Jeffrey,Yang,2023-04-27,1981-06-06,43.0,South Samuelville,2024-04-28,66992.0,M0048,Finance,Terminated,Male,Manager,2,Yes
E003083,Andrea,Miller,2022-07-20,1996-04-26,28.0,Tracyside,2024-08-31,99631.0,M0078,Operations,Resigned,Female,Manager,4,Yes
E003084,Jim,Rodriguez,2021-11-01,1966-05-28,58.0,North Sarahfurt,2023-03-24,107467.0,M0107,Engineering,Retired,Male,Consultant,5,Yes
E003085,Robert,Nguyen,2023-09-23,1967-09-15,57.0,Mathewsshire,2024-07-29,91928.0,M0028,Sales,Better Opportunity,Female,Executive,5,Yes
E003086,Lisa,Mitchell,2022-11-25,1994-10-28,30.0,North Briannaville,2025-07-08,178491.0,M0004,It,Relocation,Female,Executive,3,Yes
E003087,Lori,Ortiz,2024-02-12,1982-05-03,42.0,Yoderhaven,2024-11-12,97875.0,M0006,Operations,Health Issues,Female,Analyst,1,Yes
E003088,Claudia,Williams,2022-08-19,1988-03-12,36.0,East Benjaminfort,2025-05-15,123777.0,M0097,Finance,Retired,Male,Executive,1,Yes
E003089,Cynthia,Morrow,2024-05-04,1986-02-28,38.0,Katelynfurt,2024-06-23,139954.0,M0007,Sales,Better Opportunity,Male,Analyst,1,Yes
E003090,Justin,Thomas,2022-07-01,1968-09-18,56.0,Andersonbury,2022-11-20,83993.0,M0006,Engineering,Terminated,Male,Engineer,3,Yes
E003091,Luis,Barron,2024-07-21,2001-07-17,23.0,Marshallburgh,2025-04-19,65953.0,M0040,Engineering,Health Issues,Male,Manager,2,Yes
E003092,Richard,Santiago,2023-11-16,1997-09-30,27.0,South Carriefort,2024-03-09,121366.0,M0015,It,Resigned,Male,Analyst,5,Yes
E003093,Michael,Case,2024-04-01,1991-06-13,33.0,Williamsshire,2025-10-19,193388.0,M0012,Finance,Health Issues,Female,Analyst,3,Yes
E003094,John,Marshall,2021-01-18,1969-04-16,55.0,Stevensside,2025-09-26,177379.0,M0080,Engineering,Resigned,Male,Executive,4,Yes
E003095,Kathryn,Wright,2021-01-24,1965-09-24,59.0,Geraldfurt,2021-11-13,59556.0,M0114,Finance,Retired,Male,Analyst,4,Yes
E003096,Karen,Gregory,2021-07-12,1984-08-13,40.0,Jeremyside,2023-08-06,109945.0,M0041,Marketing,Resigned,Male,Engineer,1,Yes
E003097,Tara,Gaines,2023-06-20,1987-09-18,37.0,Hernandezmouth,2025-10-10,83169.0,M0008,Marketing,Better Opportunity,Male,Consultant,4,Yes
E003098,Kenneth,Jones,2022-03-21,1965-07-19,59.0,New Shelbyport,2023-05-10,63262.0,M0118,Hr,Retired,Male,Engineer,4,Yes
E003099,Samuel,Ryan,2022-04-12,1974-07-05,50.0,Sanchezburgh,2022-05-29,73640.0,M0033,Hr,Relocation,Female,Manager,5,Yes
E003100,Emily,Nash,2024-05-12,1989-04-16,35.0,Meganstad,2024-12-16,47420.0,M0042,Engineering,Terminated,Female,Consultant,3,Yes
E003101,Eric,Smith,2022-05-12,1984-07-16,40.0,Brittanymouth,2024-09-08,168510.0,M0098,Engineering,Relocation,Male,Consultant,1,Yes
E003102,Robert,Guerra,2024-12-06,1980-11-23,44.0,Rangelhaven,2025-04-20,133465.0,M0096,Sales,Resigned,Female,Manager,2,Yes
E000376,Kenneth,Hall,2023-04-27,2001-09-05,23.0,Lindaside,2023-10-01,87000.0,M0016,Hr,Retired,Male,Analyst,3,Yes
E003104,Nancy,Golden,2024-11-06,1973-04-28,51.0,Robertland,2025-10-09,189415.0,M0085,It,Retired,Female,Manager,1,Yes
E003105,Thomas,Barker,2024-10-09,1994-07-31,30.0,North Joshua,2025-02-20,97640.0,M0093,Sales,Retired,Male,Consultant,1,Yes
E003106,Shannon,Dixon,2021-09-14,1993-08-17,31.0,Shawnmouth,2025-03-12,55080.0,M0061,Sales,Relocation,Male,Executive,5,Yes
E003107,Melissa,Hall,2021-10-09,1970-02-23,54.0,Evanston,2025-01-16,131288.0,M0047,Operations,Terminated,Female,Analyst,3,Yes
E003108,Shane,Kim,2022-01-04,1977-05-07,47.0,Hollowaymouth,2024-06-28,130478.0,M0066,Operations,Terminated,Female,Consultant,1,Yes
E003109,Matthew,Alexander,2021-10-16,1984-12-29,40.0,Port Richard,2024-09-09,181817.0,M0003,Engineering,Retired,Male,Manager,2,Yes
E003110,Danielle,Edwards,2021-05-07,1974-01-18,50.0,West Alvin,2022-12-05,120826.0,M0062,Operations,Relocation,Male,Engineer,2,Yes
E003111,Sarah,Bright,2022-03-18,1980-03-09,44.0,North Alison,2023-04-29,153861.0,M0067,It,Relocation,Female,Manager,4,Yes
E003112,Mary,Martinez,2021-03-09,1966-12-31,57.0,Port Lisahaven,2024-01-05,59875.0,M0008,Engineering,Retired,Male,Engineer,4,Yes
E003113,John,Walker,2024-12-14,1987-10-16,37.0,Johnmouth,2025-09-09,104124.0,M0102,It,Retired,Male,Executive,1,Yes
E003114,Wendy,Jimenez,2024-10-27,1966-09-06,58.0,Charlesburgh,2025-09-08,189374.0,M0020,Hr,Relocation,Female,Manager,4,Yes
E003115,Amanda,Henry,2023-08-05,1971-06-02,53.0,Sheabury,2025-09-25,146497.0,M0062,Finance,Terminated,Male,Manager,3,Yes
E003116,Stephanie,Wade,2023-12-27,1979-09-14,45.0,Tranberg,2024-08-23,188185.0,M0046,Hr,Resigned,Male,Engineer,3,Yes
E002950,Margaret,James,2022-04-23,1978-04-13,46.0,Darrellton,2025-03-02,58987.0,M0049,Hr,Resigned,Female,Executive,2,Yes
E003118,Derek,Gonzalez,2024-10-19,1976-05-30,48.0,North Stephen,2025-03-17,125186.0,M0015,Engineering,Resigned,Female,Analyst,5,Yes
E002160,Sabrina,Page,2021-01-08,1971-01-23,53.0,Claudialand,2024-04-04,30130.0,M0094,Marketing,Terminated,Female,Executive,3,Yes
E003120,Jill,Clark,2023-12-10,1986-10-23,38.0,New Katherine,2025-09-09,73175.0,M0005,Marketing,Better Opportunity,Female,Analyst,1,Yes
E003121,Amy,Obrien,2024-04-15,1966-05-03,58.0,Geraldmouth,2025-05-27,193331.0,M0032,Engineering,Better Opportunity,Female,Manager,3,Yes
E003122,Bruce,Robinson,2022-12-08,1992-03-06,32.0,Lake Christinaview,2025-05-24,111732.0,M0027,Finance,Health Issues,Male,Consultant,2,Yes
E003123,David,Hill,2023-02-18,1978-08-20,46.0,Janicechester,2024-08-21,70526.0,M0101,Finance,Terminated,Male,Executive,3,Yes
E003124,Logan,Fisher,2021-04-24,1976-11-14,47.0,Melissaton,2024-01-09,140979.0,M0035,It,Terminated,Female,Engineer,2,Yes
E003125,Kristine,Williamson,2024-12-19,1988-07-11,36.0,Alexanderburgh,2025-04-15,85870.0,M0119,Hr,Health Issues,Male,Consultant,3,Yes
E003126,Janet,Myers,2022-03-07,1977-03-28,47.0,East Lauren,2022-05-11,64958.0,M0096,Sales,Relocation,Female,Consultant,4,Yes
E003127,Natalie,Church,2021-06-04,1998-11-06,26.0,New April,2024-07-08,157294.0,M0019,Engineering,Resigned,Female,Executive,3,Yes
E003128,Mia,Clark,2023-08-09,1976-06-07,48.0,Ruizberg,2024-10-10,122441.0,M0079,Marketing,Better Opportunity,Male,Executive,4,Yes
E003129,Cole,Scott,2022-12-09,1971-03-10,53.0,North Michaelview,2023-09-29,139056.0,M0027,Marketing,Relocation,Male,Manager,4,Yes
E003130,Jay,Thomas,2023-05-11,1979-03-29,45.0,Cannonhaven,2025-09-29,92000.0,M0071,Hr,Resigned,Male,Engineer,1,Yes
E005302,Dennis,Mitchell,2024-01-22,1991-06-07,33.0,Curtiston,2024-08-04,79100.0,M0112,Marketing,Health Issues,Female,Consultant,3,Yes
E003132,Sarah,Herring,2022-04-28,1972-12-23,52.0,New Maria,2024-01-31,137435.0,M0098,Operations,Better Opportunity,Female,Consultant,5,Yes
E003133,Carlos,Dixon,2023-03-15,2000-04-15,24.0,South Mark,2023-11-13,77860.0,M0023,It,Terminated,Male,Engineer,5,Yes
E003134,Maureen,Rios,2021-05-24,2002-04-28,22.0,Thomasfurt,2022-07-14,184796.0,M0018,Marketing,Retired,Female,Manager,2,Yes
E003135,Peter,Perez,2022-08-15,1994-07-26,30.0,West Robinchester,2025-01-17,79314.0,M0058,Engineering,Retired,Male,Analyst,4,Yes
E003136,Charles,Garcia,2023-06-07,1982-08-12,42.0,South Susanland,2025-04-12,156746.0,M0023,Operations,Better Opportunity,Female,Manager,4,Yes
E003137,Danny,Chavez,2023-05-05,1984-07-04,40.0,North James,2023-08-12,134089.0,M0103,Finance,Resigned,Female,Consultant,5,Yes
E003138,Karen,Morales,2021-11-13,1988-02-23,34.0,Lake Susan,2022-03-13,98844.0,M0009,Sales,Better Opportunity,Female,Analyst,5,Yes
E003139,Heather,Burke,2023-10-30,1991-03-03,33.0,Sarahland,2025-08-13,194357.0,M0044,Finance,Health Issues,Female,Analyst,3,Yes
E003140,Andrew,Anderson,2022-12-04,1982-02-23,42.0,Washingtonville,2023-09-04,118916.0,M0007,Engineering,Retired,Female,Executive,3,Yes
E003141,Jeffrey,Gentry,2024-12-26,1999-08-18,25.0,Wilsontown,2025-04-18,37348.0,M0058,Hr,Health Issues,Male,Executive,2,Yes
E003142,Brian,Sellers,2022-12-28,1985-06-13,39.0,Estradaburgh,2025-10-27,109656.0,M0056,Finance,Retired,Female,Manager,2,Yes
E003143,Sydney,Washington,2022-09-01,1969-03-27,55.0,New Lauren,2024-12-07,177576.0,M0075,Engineering,Better Opportunity,Male,Analyst,5,Yes
E003144,Stephanie,Ward,2021-12-10,2001-07-07,23.0,Gonzalezport,2022-10-08,148154.0,M0062,Marketing,Health Issues,Female,Engineer,2,Yes
E003145,Darlene,Lopez,2024-02-26,1968-05-30,56.0,Dawnhaven,2025-02-19,107907.0,M0037,Hr,Retired,Male,Engineer,1,Yes
E003146,Manuel,Chapman,2021-09-30,1967-03-20,57.0,West Johnny,2023-08-26,81787.0,M0096,Engineering,Retired,Male,Engineer,1,Yes
E003147,Melissa,Green,2023-04-03,2002-10-17,22.0,Vargasbury,2025-04-14,92615.0,M0088,It,Relocation,Female,Consultant,1,Yes
E003148,Michael,Wade,2024-08-05,1986-05-22,38.0,Jillianbury,2024-12-11,176333.0,M0080,Marketing,Better Opportunity,Male,Analyst,2,Yes
E003149,Brian,Smith,2021-05-09,1996-06-02,28.0,Isabelchester,2023-05-23,76496.0,M0034,Engineering,Resigned,Female,Manager,4,Yes
E003150,Sierra,Cooper,2022-07-21,1982-10-30,42.0,Lindseyside,2025-08-08,137094.0,M0107,Sales,Better Opportunity,Female,Manager,3,Yes
E003151,Natasha,Taylor,2021-05-06,1989-10-25,32.0,Millerhaven,2022-06-05,93321.0,M0078,Hr,Better Opportunity,Male,Analyst,3,Yes
E003152,Michele,Oliver,2024-06-15,1968-06-19,56.0,Carrmouth,2025-04-16,69442.0,M0101,Finance,Retired,Female,Analyst,4,Yes
E003153,Ashley,Miranda,2022-01-31,1971-04-03,53.0,Robertberg,2025-08-07,165876.0,M0010,Engineering,Relocation,Female,Manager,5,Yes
E003154,Erica,Mueller,2022-02-06,1986-02-12,38.0,Hendersonchester,2024-09-14,123841.0,M0029,It,Resigned,Female,Engineer,2,Yes
E003155,Cory,Diaz,2021-03-05,1991-12-21,33.0,South Brandon,2022-10-04,112828.0,M0071,Engineering,Terminated,Male,Analyst,3,Yes
E003156,Christina,Anthony,2024-01-08,1972-07-29,52.0,East Faithville,2024-08-19,75279.0,M0075,Sales,Resigned,Female,Analyst,1,Yes
E003157,Kristine,Martinez,2023-04-09,2002-08-15,21.0,Andrewchester,2023-12-02,76109.0,M0081,Engineering,Retired,Female,Engineer,5,Yes
E003158,Kimberly,Lewis,2023-01-19,1985-11-23,39.0,Moorefort,2025-06-11,61159.0,M0077,Finance,Better Opportunity,Male,Executive,5,Yes
E003159,Dale,Lam,2022-02-11,1987-10-08,37.0,Trevinoshire,2025-09-24,34000.0,M0082,Engineering,Health Issues,Female,Manager,5,Yes
E003160,Gary,Case,2021-08-06,1994-12-11,30.0,Priceview,2022-01-30,178264.0,M0081,Marketing,Relocation,Male,Engineer,4,Yes
E003161,Travis,Griffin,2021-04-08,1968-07-16,56.0,Arielchester,2025-08-02,112828.0,M0106,Sales,Terminated,Male,Analyst,4,Yes
E003162,Kyle,Taylor,2023-10-01,1972-10-31,52.0,Port Jasonland,2025-10-12,140052.0,M0042,Engineering,Retired,Female,Engineer,1,Yes
E003163,Jason,Gordon,2024-09-26,1971-07-09,53.0,Perryhaven,2025-11-29,117763.0,M0065,Sales,Resigned,Female,Analyst,2,Yes
E003164,Karen,Jensen,2021-12-12,1970-06-25,54.0,Hoodport,2024-11-02,78214.0,M0083,Sales,Terminated,Female,Consultant,1,Yes
E003165,Natalie,Bailey,2023-04-19,1967-06-11,57.0,Mayfurt,2025-07-07,37198.0,M0031,Marketing,Relocation,Male,Analyst,1,Yes
E003166,Elizabeth,Lucas,2021-08-20,2003-09-19,21.0,Markfurt,2022-07-28,176929.0,M0066,Engineering,Resigned,Male,Analyst,1,Yes
E003167,Laura,Jones,2024-07-12,1978-07-20,46.0,Carlafort,2025-03-08,147848.0,M0019,It,Terminated,Male,Analyst,3,Yes
E003168,Tamara,Perez,2023-03-18,1980-08-31,44.0,East Tiffanystad,2023-05-22,43941.0,M0115,It,Terminated,Female,Engineer,4,Yes
E003169,Robert,Hall,2023-08-29,1976-10-06,48.0,New Kyleborough,2024-04-25,124836.0,M0077,Sales,Health Issues,Male,Analyst,2,Yes
E003170,Andrew,Jackson,2022-10-01,1990-09-11,34.0,Adamsville,2025-10-08,75842.0,M0036,It,Retired,Male,Consultant,4,Yes
E003171,Jeremy,Cobb,2023-09-10,1989-09-23,35.0,Lewisborough,2024-11-03,86978.0,M0048,Engineering,Terminated,Female,Engineer,4,Yes
E003172,Craig,Johnson,2021-10-02,1979-01-03,46.0,Lake Patrickstad,2024-06-25,35814.0,M0108,It,Health Issues,Male,Consultant,5,Yes
E003173,Ricardo,Compton,2023-01-13,1983-07-13,41.0,Port Nicholas,2024-02-22,114872.0,M0009,It,Terminated,Male,Consultant,2,Yes
E003174,Matthew,Williams,2022-04-13,1999-12-12,25.0,Jonbury,2022-11-10,112828.0,M0062,Finance,Retired,Male,Manager,1,Yes
E003175,Emily,Duke,2022-09-18,1982-05-15,42.0,Connieburgh,2024-07-07,81081.0,M0085,Marketing,Health Issues,Male,Consultant,1,Yes
E003176,Maria,Morrow,2024-12-11,1986-07-13,39.0,Watkinsport,2025-07-05,69955.0,M0080,It,Resigned,Female,Executive,5,Yes
E003177,Gary,Olson,2021-01-20,1979-03-28,45.0,Combsborough,2025-02-03,147038.0,M0078,Sales,Retired,Female,Executive,4,Yes
E003178,Mandy,Smith,2022-11-21,1967-05-16,57.0,Brownshire,2023-04-30,112828.0,M0009,It,Relocation,Female,Consultant,1,Yes
E003179,Michelle,Moore,2021-12-27,1989-04-22,35.0,North Kim,2023-12-14,75030.0,M0035,Hr,Terminated,Female,Consultant,3,Yes
E003180,Daniel,Carr,2021-12-18,1970-10-08,54.0,Campbellbury,2023-03-14,99821.0,M0039,Engineering,Resigned,Male,Executive,4,Yes
E003181,Kevin,Ballard,2022-08-07,1998-10-04,26.0,Wendyburgh,2025-05-16,34571.0,M0061,Operations,Health Issues,Female,Consultant,4,Yes
E003182,Brandon,Jones,2024-11-21,1974-03-16,50.0,North Jonathanland,2025-11-19,136408.0,M0116,Hr,Relocation,Female,Consultant,1,Yes
E003183,James,Fleming,2023-02-16,2003-07-11,21.0,Wrightville,2025-10-11,80421.0,M0107,Sales,Retired,Male,Manager,3,Yes
E003184,Felicia,Mann,2024-10-12,2002-07-27,22.0,Matthewview,2025-05-07,126744.0,M0011,Engineering,Resigned,Female,Executive,4,Yes
E003185,Ricky,Olsen,2023-11-08,1981-04-24,43.0,Kerrmouth,2024-08-04,68321.0,M0089,Hr,Relocation,Male,Manager,2,Yes
E001330,Natalie,Meyer,2024-04-01,1992-11-20,32.0,Gilbertstad,2025-08-23,140440.0,M0076,Operations,Better Opportunity,Female,Executive,2,Yes
E003187,Tamara,Jones,2022-01-14,1996-10-18,28.0,Cartershire,2025-09-16,98741.0,M0018,It,Better Opportunity,Male,Manager,4,Yes
E003188,Glen,Rivera,2023-05-18,1990-08-16,34.0,Port Tonya,2023-07-02,53032.0,M0075,It,Terminated,Female,Analyst,4,Yes
E003189,William,Vargas,2022-02-08,1968-07-15,56.0,Burketon,2024-10-25,101387.0,M0012,Marketing,Better Opportunity,Male,Engineer,3,Yes
E003190,Kenneth,Jordan,2024-04-09,1987-01-03,38.0,West Maryfort,2024-07-21,160011.0,M0009,It,Resigned,Female,Consultant,2,Yes
E003191,Amanda,Fuentes,2023-11-23,1994-01-11,30.0,Proctorton,2024-01-01,60989.0,M0117,Operations,Terminated,Male,Engineer,3,Yes
E003192,Sarah,Newton,2024-10-23,1987-12-12,37.0,East Victorshire,2024-12-20,186337.0,M0105,Sales,Terminated,Female,Manager,2,Yes
E003193,Julie,Lee,2021-12-25,1988-10-02,36.0,Sheltonstad,2025-04-08,36944.0,M0059,It,Health Issues,Female,Consultant,5,Yes
E003194,Jocelyn,Tanner,2022-07-13,2000-07-04,24.0,Danielport,2023-09-05,97445.0,M0108,Engineering,Resigned,Female,Engineer,4,Yes
E003195,Brianna,Jackson,2022-10-23,1966-05-16,58.0,North Michaelport,2025-04-08,62232.0,M0110,Hr,Resigned,Female,Engineer,5,Yes
E003196,Amanda,Lopez,2023-02-19,1973-03-02,51.0,East Sara,2025-03-25,133867.0,M0076,Engineering,Health Issues,Female,Analyst,3,Yes
E003197,Jennifer,Colon,2023-01-28,1985-08-05,39.0,Caldwellton,2025-11-26,184541.0,M0070,Hr,Better Opportunity,Female,Analyst,2,Yes
E003198,Nicole,Suarez,2021-03-02,1974-03-17,50.0,New Taylor,2024-04-30,114859.0,M0086,Sales,Resigned,Male,Consultant,5,Yes
E003199,Holly,Martin,2021-02-13,1987-08-19,37.0,Chapmanberg,2025-04-29,92581.0,M0115,Operations,Relocation,Female,Executive,3,Yes
E003200,Michael,Hopkins,2023-05-19,1973-02-08,51.0,New Danielhaven,2025-08-10,30907.0,M0107,Engineering,Terminated,Female,Executive,5,Yes
E003201,Michael,Poole,2024-07-30,1977-07-03,48.0,Kramermouth,2025-07-18,156455.0,M0023,Marketing,Retired,Female,Engineer,4,Yes
E003202,Amanda,Bailey,2023-07-20,1988-12-22,36.0,Edwardsmouth,2025-04-23,67469.0,M0085,Marketing,Relocation,Male,Consultant,4,Yes
E003203,Julie,Miller,2023-09-16,1969-02-04,55.0,Michellechester,2023-12-30,40590.0,M0086,Engineering,Retired,Male,Analyst,5,Yes
E003204,Michael,Smith,2024-05-16,1991-03-17,33.0,Mooreport,2025-01-30,80016.0,M0026,Engineering,Health Issues,Male,Executive,5,Yes
E003205,Christine,Jones,2023-11-27,1965-10-05,59.0,Delgadoshire,2024-03-29,167629.0,M0064,Sales,Retired,Male,Manager,3,Yes
E003206,Angela,Cox,2024-10-15,1989-08-22,35.0,Kathyfort,2025-07-20,34000.0,M0041,Operations,Resigned,Male,Executive,5,Yes
E003207,Shannon,Morris,2023-07-01,1977-09-07,47.0,South Barbarafort,2024-01-16,197994.0,M0073,It,Terminated,Female,Executive,3,Yes
E003208,Amy,Bennett,2023-07-21,1981-12-26,43.0,West Ronnieberg,2024-04-02,112828.0,M0020,Engineering,Resigned,Male,Consultant,1,Yes
E003209,Erica,Parker,2024-07-24,1995-01-11,29.0,Dylanshire,2024-11-04,114416.0,M0050,Engineering,Terminated,Female,Manager,1,Yes
E003210,Wendy,Hicks,2023-05-09,1978-01-24,46.0,Thomasburgh,2025-04-14,171946.0,M0018,Operations,Retired,Male,Analyst,2,Yes
E003211,Nicole,Johnson,2022-06-07,1999-06-11,25.0,Rebeccafurt,2022-12-15,186984.0,M0001,Engineering,Resigned,Male,Executive,5,Yes
E003212,Veronica,Morse,2021-03-11,1973-02-04,51.0,Julieshire,2022-09-24,83775.0,M0002,Sales,Terminated,Female,Executive,2,Yes
E003213,Darrell,Madden,2024-05-03,1988-11-15,36.0,South Heather,2024-11-03,35059.0,M0045,Engineering,Better Opportunity,Male,Consultant,4,Yes
E003214,Cynthia,Wall,2022-05-21,1975-03-19,49.0,North Natalie,2022-10-01,31631.0,M0034,Finance,Relocation,Male,Analyst,1,Yes
E003215,Gregory,Sweeney,2021-01-10,1968-10-05,56.0,South Joeton,2022-11-28,166706.0,M0108,It,Retired,Female,Engineer,3,Yes
E003216,Jeff,Aguilar,2024-08-24,1998-05-23,26.0,East Justin,2025-04-20,94377.0,M0100,Sales,Resigned,Male,Manager,1,Yes
E003217,Matthew,Wong,2021-04-14,1965-07-06,59.0,Masontown,2025-05-20,150430.0,M0085,Marketing,Terminated,Male,Manager,4,Yes
E003218,Marc,Werner,2021-09-19,2003-10-11,21.0,Port Stephanie,2024-11-28,32000.0,M0050,Engineering,Relocation,Male,Manager,4,Yes
E003219,Allen,Campbell,2023-06-24,2004-01-13,20.0,Port Renee,2025-03-18,59277.0,M0034,Finance,Relocation,Male,Consultant,2,Yes
E003220,Audrey,Griffith,2024-12-30,1978-08-03,46.0,West Monica,2025-08-06,156345.0,M0059,Operations,Relocation,Male,Executive,3,Yes
E003221,Anthony,Johnson,2021-04-06,2002-07-31,22.0,East Jennifer,2021-07-18,88769.0,M0085,It,Resigned,Male,Analyst,2,Yes
E003222,Kayla,Coffey,2023-08-16,1993-11-11,31.0,Haynesstad,2025-08-20,48825.0,M0117,Marketing,Health Issues,Female,Executive,3,Yes
E003223,Mary,Smith,2022-07-02,2004-02-29,20.0,Lambburgh,2023-07-27,126173.0,M0040,It,Resigned,Female,Manager,5,Yes
E003224,Megan,Ellis,2024-07-16,1970-03-10,54.0,Ashleyshire,2025-02-13,36702.0,M0054,Finance,Relocation,Female,Consultant,1,Yes
E003225,Amber,Rivera,2023-08-25,1987-03-28,37.0,Kyleview,2025-07-30,73349.0,M0014,Finance,Better Opportunity,Female,Manager,2,Yes
E003226,Scott,Evans,2022-07-23,1980-05-17,44.0,Adamfort,2024-01-27,44513.0,M0108,It,Terminated,Male,Executive,5,Yes
E003227,Christina,Scott,2023-06-04,2001-11-28,23.0,Andreaport,2025-11-06,156235.0,M0010,Hr,Better Opportunity,Female,Engineer,2,Yes
E003228,Elizabeth,Floyd,2023-04-24,1971-01-03,54.0,Annabury,2023-05-17,176378.0,M0087,Marketing,Terminated,Male,Executive,3,Yes
E003229,Amber,Franco,2023-03-07,2001-01-02,24.0,West Ebony,2024-12-28,66000.0,M0065,Engineering,Relocation,Male,Analyst,2,Yes
E003230,Alison,Turner,2024-02-02,1988-02-17,36.0,South Mary,2024-06-20,98488.0,M0033,Hr,Terminated,Female,Executive,4,Yes
E003231,Crystal,Fuentes,2023-12-13,1969-11-11,55.0,Kruegerfurt,2025-08-26,89294.0,M0060,It,Health Issues,Female,Engineer,3,Yes
E003232,Sean,Durham,2022-01-30,1980-09-22,44.0,Hawkinsside,2022-12-06,121087.0,M0039,Sales,Terminated,Female,Manager,5,Yes
E003233,John,Thompson,2022-06-19,1981-01-28,43.0,North Douglasstad,2022-10-04,166925.0,M0066,Sales,Retired,Male,Executive,1,Yes
E003234,Deanna,Wright,2021-11-28,1993-12-17,31.0,New Carolside,2023-05-17,77116.0,M0069,Sales,Better Opportunity,Male,Manager,1,Yes
E003235,Kyle,Walker,2021-07-30,2004-02-25,20.0,Conwayland,2025-11-05,128150.0,M0011,Marketing,Retired,Male,Executive,4,Yes
E003236,Matthew,Jones,2024-12-06,1990-05-23,34.0,South Megan,2024-12-20,107689.0,M0020,Hr,Health Issues,Male,Executive,3,Yes
E003237,Deanna,Perez,2021-05-28,1990-01-07,35.0,Reynoldsmouth,2021-10-14,76707.0,M0071,Engineering,Resigned,Female,Executive,1,Yes
E003238,Tony,Rodriguez,2022-05-23,1967-09-11,57.0,West Melissaton,2023-08-02,101472.0,M0107,Engineering,Better Opportunity,Male,Consultant,5,Yes
E003239,Anthony,Harris,2022-01-01,2002-07-01,22.0,East Jennifer,2024-11-03,135272.0,M0108,Engineering,Relocation,Female,Consultant,3,Yes
E003240,Karl,Johnson,2023-10-28,1973-06-10,51.0,Veronicabury,2024-01-06,55406.0,M0090,Sales,Resigned,Male,Engineer,2,Yes
E003241,Bryan,Ingram,2024-08-20,1995-01-06,30.0,Robertbury,2024-11-11,34409.0,M0016,Operations,Resigned,Male,Consultant,1,Yes
E003242,Gabriel,Cohen,2023-10-18,1985-11-02,39.0,South Tinastad,2024-01-05,137100.0,M0024,Hr,Better Opportunity,Male,Consultant,1,Yes
E003793,James,Harris,2024-06-19,1976-01-13,49.0,New Matthew,2025-09-20,140707.0,M0022,Sales,Terminated,Male,Executive,1,Yes
E003244,Ruth,Morris,2023-07-31,1973-08-04,51.0,East Jamesfort,2025-01-16,77051.0,M0048,Finance,Retired,Female,Analyst,2,Yes
